time_since_decode_start_s,live_requests,decoded_token_mass,mean_decoded_len
0.0,128,1,0.0078125
0.4924997207708657,128,2,0.015625
0.4929917431436479,128,3,0.0234375
0.49305253475904465,128,4,0.03125
0.49309818586334586,128,5,0.0390625
0.4931414667516947,128,6,0.046875
0.49318105774000287,128,7,0.0546875
0.4932238790206611,128,8,0.0625
0.49326168978586793,128,9,0.0703125
0.49329598108306527,128,10,0.078125
0.4933339417912066,128,11,0.0859375
0.49336980283260345,128,12,0.09375
0.4934213440865278,128,13,0.1015625
0.49367037974298,128,14,0.109375
0.49371769092977047,128,15,0.1171875
0.4937601229175925,128,16,0.125
0.4938009441830218,128,17,0.1328125
0.49383795401081443,128,18,0.140625
0.49387228582054377,128,19,0.1484375
0.9854540531523526,128,20,0.15625
0.9861622210592031,128,21,0.1640625
0.9862640341743827,128,22,0.171875
0.9863340849988163,128,23,0.1796875
0.9864205969497561,128,24,0.1875
0.9864885690622032,128,25,0.1953125
0.9865520508028567,128,26,0.203125
0.9866145020350814,128,27,0.2109375
0.9866885640658438,128,28,0.21875
0.9867501058615744,128,29,0.2265625
0.986806957051158,128,30,0.234375
0.9872262277640402,128,31,0.2421875
0.9873042297549546,128,32,0.25
0.9873715010471642,128,33,0.2578125
0.9874564637430012,128,34,0.265625
0.9875165349803865,128,35,0.2734375
0.9881989220157266,128,36,0.28125
0.9882763139903545,128,37,0.2890625
0.9883350357413292,128,38,0.296875
0.988412297796458,128,39,0.3046875
0.9884842191822827,128,40,0.3125
0.9885460310615599,128,41,0.3203125
0.9886071030050516,128,42,0.328125
0.988663834054023,128,43,0.3359375
0.988717065192759,128,44,0.34375
0.9887711969204247,128,45,0.3515625
0.9888301980681717,128,46,0.359375
0.9888844899833202,128,47,0.3671875
0.9889414310455322,128,48,0.375
1.7696513258852065,128,49,0.3828125
1.7704596067778766,128,50,0.390625
1.7705521788448095,128,51,0.3984375
1.770621710922569,128,52,0.40625
1.7706843419000506,128,53,0.4140625
1.7707512839697301,128,54,0.421875
1.7708133258856833,128,55,0.4296875
1.770871486980468,128,56,0.4375
1.7709259991534054,128,57,0.4453125
1.770987689960748,128,58,0.453125
1.7710480620153248,128,59,0.4609375
1.771110073197633,128,60,0.46875
1.7711718250066042,128,61,0.4765625
1.771881871856749,128,62,0.484375
1.7719657151028514,128,63,0.4921875
1.7720262459479272,128,64,0.5
1.7720826780423522,128,65,0.5078125
1.7721371888183057,128,66,0.515625
1.7722029010765254,128,67,0.5234375
1.7722622421570122,128,68,0.53125
1.7723269541747868,128,69,0.5390625
1.7723800051026046,128,70,0.546875
1.772453477140516,128,71,0.5546875
1.772507247980684,128,72,0.5625
2.2470887671224773,128,73,0.5703125
2.24785183602944,128,74,0.578125
2.2479535089805722,128,75,0.5859375
2.2480197809636593,128,76,0.59375
2.24807995185256,128,77,0.6015625
2.2481404040008783,128,78,0.609375
2.248211294878274,128,79,0.6171875
2.248275727033615,128,80,0.625
2.2483338178135455,128,81,0.6328125
2.2483915900811553,128,82,0.640625
2.248468211852014,128,83,0.6484375
2.2489540041424334,128,84,0.65625
2.249034096021205,128,85,0.6640625
2.2491055079735816,128,86,0.671875
2.2491704989224672,128,87,0.6796875
2.2492316109128296,128,88,0.6875
2.249290432780981,128,89,0.6953125
2.2493447037413716,128,90,0.703125
2.2499253577552736,128,91,0.7109375
2.250006371177733,128,92,0.71875
2.2500785319134593,128,93,0.7265625
2.250138553790748,128,94,0.734375
2.2501943851821125,128,95,0.7421875
2.2502507669851184,128,96,0.75
2.2503050779923797,128,97,0.7578125
2.2503648288547993,128,98,0.765625
2.250432780943811,128,99,0.7734375
2.6665952750481665,128,100,0.78125
2.667369415052235,128,101,0.7890625
2.6674828878603876,128,102,0.796875
2.6675501791760325,128,103,0.8046875
2.667609761003405,128,104,0.8125
2.6676744329743087,128,105,0.8203125
2.667735573835671,128,106,0.828125
2.6677952259778976,128,107,0.8359375
2.6678509670309722,128,108,0.84375
2.6679085879586637,128,109,0.8515625
2.6679711998440325,128,110,0.859375
2.6680369321256876,128,111,0.8671875
