time_since_decode_start_s,live_requests,decoded_token_mass,mean_decoded_len
0.0,128,1,0.0078125
0.17733944398588739,128,18,0.140625
0.35467888797177477,128,57,0.4453125
0.5320183319576621,128,91,0.7109375
0.7093577759435495,128,127,0.9921875
0.886697219929437,128,127,0.9921875
1.0640366639153243,128,127,0.9921875
1.2413761079012118,128,8255,64.4921875
1.418715551887099,128,8255,64.4921875
1.5960549958729864,128,8255,64.4921875
1.773394439858874,128,16383,127.9921875
1.9507338838447612,128,16383,127.9921875
2.1280733278306485,128,16383,127.9921875
2.305412771816536,128,24511,191.4921875
2.4827522158024236,128,24511,191.4921875
2.6600916597883106,128,24511,191.4921875
2.837431103774198,128,24511,191.4921875
3.0147705477600857,128,32639,254.9921875
3.1921099917459728,128,32639,254.9921875
3.3694494357318603,128,32639,254.9921875
3.546788879717748,128,32639,254.9921875
3.724128323703635,128,32639,254.9921875
3.9014677676895224,128,40767,318.4921875
4.07880721167541,128,40783,318.6171875
4.256146655661297,127,40447,318.4803149606299
4.433486099647185,127,40447,318.4803149606299
4.610825543633072,127,48511,381.9763779527559
4.788164987618959,127,48575,382.4803149606299
4.965504431604847,127,48575,382.4803149606299
5.142843875590734,127,48575,382.4803149606299
5.320183319576621,127,48632,382.92913385826773
5.497522763562509,125,55752,446.016
5.674862207548396,124,55382,446.6290322580645
5.852201651534283,122,54500,446.72131147540983
6.029541095520171,121,61689,509.8264462809917
6.2068805395060584,121,61775,510.53719008264466
6.3842199834919455,121,61775,510.53719008264466
6.5615594274778335,120,63736,531.1333333333333
6.738898871463721,119,68343,574.3109243697479
6.916238315449608,119,68382,574.6386554621848
7.093577759435496,118,67815,574.7033898305085
7.270917203421383,117,74617,637.7521367521367
7.44825664740727,116,74062,638.4655172413793
7.625596091393158,116,74062,638.4655172413793
7.802935535379045,114,79993,701.6929824561404
7.980274979364932,111,77962,702.3603603603603
8.15761442335082,110,77273,702.4818181818182
8.334953867336708,108,82672,765.4814814814815
8.512293311322594,107,81963,766.0093457943925
8.689632755308482,107,81963,766.0093457943925
8.86697219929437,107,82007,766.4205607476636
9.044311643280256,105,87145,829.952380952381
9.221651087266144,105,87170,830.1904761904761
9.398990531252032,105,87170,830.1904761904761
9.576329975237918,102,91116,893.2941176470588
9.753669419223806,101,90277,893.8316831683169
9.931008863209694,101,90313,894.1881188118812
10.10834830719558,99,94755,957.1212121212121
10.285687751181468,96,91936,957.6666666666666
10.463027195167356,96,91970,958.0208333333334
10.640366639153243,95,91027,958.1789473684211
10.81770608313913,94,96030,1021.5957446808511
10.995045527125018,94,96030,1021.5957446808511
11.172384971110905,94,96080,1022.1276595744681
11.349724415096793,93,100893,1084.8709677419354
11.52706385908268,92,99895,1085.8152173913043
11.704403303068567,92,99895,1085.8152173913043
11.881742747054455,91,104539,1148.7802197802198
12.059082191040343,89,102320,1149.6629213483145
12.236421635026229,88,101170,1149.659090909091
12.413761079012117,88,101170,1149.659090909091
12.591100522998005,86,104342,1213.2790697674418
12.768439966983891,86,104366,1213.5581395348838
12.945779410969779,86,104366,1213.5581395348838
13.123118854955667,85,108501,1276.4823529411765
13.300458298941553,84,107284,1277.1904761904761
13.477797742927441,84,107323,1277.654761904762
13.65513718691333,84,107323,1277.654761904762
13.832476630899215,83,111263,1340.5180722891566
14.009816074885103,82,109970,1341.0975609756097
14.187155518870991,81,108674,1341.6543209876543
14.364494962856877,80,112336,1404.2
14.541834406842765,80,112400,1405.0
14.719173850828653,80,112400,1405.0
14.89651329481454,79,111047,1405.6582278481012
15.073852738800428,78,114510,1468.076923076923
15.251192182786315,78,114606,1469.3076923076924
15.428531626772202,77,113148,1469.4545454545455
15.60587107075809,76,116428,1531.9473684210527
15.783210514743978,76,116492,1532.7894736842106
15.960549958729864,76,116526,1533.2368421052631
16.137889402715754,75,115006,1533.4133333333334
16.31522884670164,74,118154,1596.6756756756756
16.492568290687526,74,118154,1596.6756756756756
16.669907734673416,74,118154,1596.6756756756756
16.847247178659302,74,122826,1659.8108108108108
17.024586622645188,74,122908,1660.918918918919
17.201926066631078,73,121272,1661.2602739726028
17.379265510616964,72,124104,1723.6666666666667
17.55660495460285,72,124168,1724.5555555555557
17.73394439858874,72,124168,1724.5555555555557
17.911283842574626,72,124168,1724.5555555555557
18.088623286560512,72,128712,1787.6666666666667
18.265962730546402,72,128723,1787.8194444444443
18.44330217453229,71,126983,1788.4929577464789
18.620641618518174,71,126983,1788.4929577464789
18.797981062504064,71,126983,1788.4929577464789
18.97532050648995,71,126983,1788.4929577464789
19.152659950475837,71,131463,1851.5915492957747
19.329999394461726,71,131527,1852.4929577464789
19.507338838447613,71,131527,1852.4929577464789
19.6846782824335,71,136007,1915.5915492957747
19.86201772641939,71,136071,1916.4929577464789
20.039357170405275,71,136071,1916.4929577464789
20.21669661439116,71,136071,1916.4929577464789
20.39403605837705,69,132276,1917.0434782608695
20.571375502362937,68,134596,1979.3529411764705
20.748714946348823,68,134660,1980.2941176470588
20.926054390334713,68,134660,1980.2941176470588
21.1033938343206,68,134721,1981.1911764705883
21.280733278306485,67,136899,2043.2686567164178
21.458072722292375,67,136963,2044.2238805970148
21.63541216627826,67,136963,2044.2238805970148
21.812751610264147,67,141187,2107.268656716418
21.990091054250037,67,141251,2108.223880597015
22.167430498235923,67,141251,2108.223880597015
22.34476994222181,67,145347,2169.3582089552237
22.5221093862077,67,145539,2172.223880597015
22.699448830193585,67,145539,2172.223880597015
22.87678827417947,67,145586,2172.9253731343283
23.05412771816536,66,147522,2235.181818181818
23.231467162151247,66,147586,2236.151515151515
23.408806606137134,66,147586,2236.151515151515
23.586146050123023,66,151746,2299.181818181818
23.76348549410891,64,147200,2300.0
23.940824938094796,64,147200,2300.0
24.118164382080685,64,147584,2306.0
24.29550382606657,64,151296,2364.0
24.472843270052458,64,151296,2364.0
24.650182714038348,64,151345,2364.765625
24.827522158024234,63,152895,2426.904761904762
25.00486160201012,63,152959,2427.9206349206347
25.18220104599601,63,152959,2427.9206349206347
25.359540489981896,63,156927,2490.904761904762
25.536879933967782,63,156991,2491.9206349206347
25.714219377953672,63,157024,2492.4444444444443
25.891558821939558,63,157024,2492.4444444444443
26.068898265925444,62,158398,2554.8064516129034
26.246237709911334,62,158480,2556.1290322580644
26.42357715389722,62,158480,2556.1290322580644
26.600916597883106,62,158480,2556.1290322580644
26.778256041868996,61,159805,2619.754098360656
26.955595485854882,61,159805,2619.754098360656
27.13293492984077,61,159845,2620.409836065574
27.31027437382666,60,160956,2682.6
27.487613817812544,60,161020,2683.6666666666665
27.66495326179843,60,161062,2684.366666666667
27.84229270578432,59,162043,2746.491525423729
28.019632149770207,59,162107,2747.576271186441
28.196971593756093,59,162107,2747.576271186441
28.374311037741982,59,162107,2747.576271186441
28.55165048172787,59,165819,2810.491525423729
28.728989925713755,59,165883,2811.576271186441
28.906329369699645,59,165883,2811.576271186441
29.08366881368553,59,165883,2811.576271186441
29.261008257671417,59,169659,2875.576271186441
29.438347701657307,59,169689,2876.084745762712
29.615687145643193,59,169689,2876.084745762712
