request_id,dataset_index,timestamp_s,decoded_tokens
0,1300,3929925.516578075,1
12,580,3929925.664437024,1
2,185,3929925.664948107,1
4,779,3929925.665055600,1
5,1081,3929925.665102851,1
16,768,3929925.665141672,1
8,419,3929925.665183133,1
1,1064,3929925.665224904,1
9,1731,3929925.665264825,1
3,1936,3929925.665301846,1
11,1517,3929925.665336087,1
15,1227,3929925.665368288,1
7,1518,3929925.665680076,1
6,1722,3929925.665728117,1
10,1052,3929925.665770698,1
14,983,3929925.665805609,1
13,478,3929925.665844910,1
17,614,3929925.665879011,1
20,976,3929925.830321230,1
25,1207,3929925.830677439,1
29,62,3929925.830733721,1
32,137,3929925.830775872,1
30,774,3929925.830811343,1
28,54,3929925.830844953,1
31,1759,3929925.830885574,1
24,313,3929925.830919685,1
27,2018,3929925.831338136,1
33,676,3929925.831388197,1
21,81,3929925.831424888,1
23,75,3929925.831464009,1
18,618,3929925.831499890,1
22,836,3929925.831533531,1
19,38,3929925.831570812,1
26,780,3929925.831603163,1
47,1852,3929925.832076725,1
37,1717,3929925.832125896,1
46,571,3929925.832162447,1
34,1924,3929925.832195228,1
42,88,3929925.832226888,1
38,206,3929925.832264129,1
40,422,3929925.832297140,1
48,506,3929925.832327531,1
39,592,3929925.832357922,1
36,849,3929925.832387923,1
43,767,3929925.832859475,1
44,600,3929925.832905216,1
45,1204,3929925.832940026,1
49,1170,3929925.832975587,1
41,13,3929925.833020869,1
35,1304,3929925.833059210,1
56,94,3929925.833093450,1
53,924,3929925.833124091,1
54,598,3929925.833158122,1
50,5,3929925.833192743,1
55,1882,3929925.833222934,1
51,176,3929925.833253094,1
52,971,3929925.833282395,1
63,27,3929926.007191535,1
58,832,3929926.007626706,1
70,390,3929926.007684507,1
57,1994,3929926.007729588,1
59,116,3929926.007767839,1
60,742,3929926.007801380,1
64,842,3929926.007836111,1
69,1611,3929926.007868702,1
68,1231,3929926.007900093,1
65,1866,3929926.007935034,1
66,1482,3929926.007972135,1
62,516,3929926.008264852,1
71,182,3929926.008315043,1
67,659,3929926.008349874,1
72,1693,3929926.008382475,1
61,590,3929926.008421386,1
74,615,3929926.009049182,1
76,692,3929926.009095583,1
78,1413,3929926.009132854,1
77,1365,3929926.009165285,1
80,792,3929926.009197115,1
87,47,3929926.009233967,1
75,909,3929926.009268027,1
88,748,3929926.009300728,1
84,173,3929926.009333559,1
85,1707,3929926.009368750,1
83,753,3929926.009404731,1
79,1123,3929926.009438992,1
86,1248,3929926.009472362,1
81,682,3929926.009501963,1
82,1443,3929926.009530794,1
73,1670,3929926.009559175,1
89,358,3929926.009595806,1
90,520,3929926.009632137,1
106,1344,3929926.150108508,1
99,1511,3929926.150526139,1
93,7,3929926.150581260,1
94,497,3929926.150620481,1
102,2028,3929926.150656162,1
105,607,3929926.150692323,1
96,17,3929926.150732044,1
97,259,3929926.150766535,1
100,485,3929926.150802296,1
103,112,3929926.150835877,1
95,1431,3929926.151143805,1
91,867,3929926.151192216,1
104,1563,3929926.151227237,1
98,841,3929926.151263258,1
92,1847,3929926.151296498,1
101,1495,3929926.151328579,1
108,693,3929926.151794141,1
111,972,3929926.151837942,1
112,1272,3929926.151871593,1
