request_id,dataset_index,timestamp_s,decoded_tokens
0,1286,3935922.870927181,1
3,1874,3935923.062956756,1
11,1095,3935923.063210162,1
12,140,3935923.063260144,1
7,1996,3935923.063299445,1
14,1761,3935923.063336575,1
2,926,3935923.063692175,1
9,1029,3935923.063741206,1
15,107,3935923.063778277,1
16,1486,3935923.063820438,1
4,895,3935923.063855259,1
10,541,3935923.063886799,1
5,1550,3935923.063918530,1
13,1582,3935923.063952261,1
1,2025,3935923.063988432,1
6,1641,3935923.064035233,1
8,415,3935923.064073244,1
18,359,3935923.064221048,1
17,394,3935923.064268419,1
34,1460,3935923.239251013,1
30,602,3935923.239724475,1
33,1842,3935923.239808437,1
29,209,3935923.239871088,1
25,1152,3935923.239928300,1
32,495,3935923.239990331,1
22,104,3935923.240107254,1
26,6,3935923.240166906,1
27,144,3935923.240710339,1
23,993,3935923.240788412,1
28,835,3935923.240848933,1
24,904,3935923.240909275,1
19,1056,3935923.240962866,1
31,477,3935923.241046768,1
20,1306,3935923.241109409,1
21,1596,3935923.241163081,1
44,1361,3935923.241939281,1
47,1843,3935923.242036173,1
41,438,3935923.242102405,1
35,812,3935923.242161486,1
39,1105,3935923.242216457,1
42,370,3935923.242278899,1
38,542,3935923.242331180,1
43,799,3935923.242382482,1
45,1592,3935923.242438753,1
37,1751,3935923.242491195,1
36,1802,3935923.242546096,1
46,934,3935923.242600927,1
40,1526,3935923.242652349,1
58,1848,3935923.394672602,1
54,1733,3935923.394999230,1
51,403,3935923.395127023,1
55,1326,3935923.395189105,1
61,177,3935923.395258657,1
60,1541,3935923.395852961,1
49,1035,3935923.395932984,1
62,891,3935923.395992885,1
57,1507,3935923.396071947,1
53,1968,3935923.396134339,1
56,452,3935923.396191510,1
63,1725,3935923.396253812,1
59,1658,3935923.396310583,1
52,326,3935923.396365514,1
50,1932,3935923.396421096,1
48,1637,3935923.396474787,1
71,575,3935923.396995870,1
69,1254,3935923.397093583,1
64,89,3935923.397151124,1
66,1045,3935923.397206686,1
68,1058,3935923.397260097,1
70,197,3935923.397311709,1
65,1535,3935923.397368350,1
67,1469,3935923.397424581,1
73,1859,3935923.551183818,1
78,757,3935923.551495656,1
85,912,3935923.551569398,1
80,1483,3935923.551627370,1
83,1956,3935923.551690701,1
72,289,3935923.552324127,1
87,561,3935923.552408309,1
79,1059,3935923.552468011,1
84,1087,3935923.552522352,1
74,740,3935923.552573963,1
75,426,3935923.552625815,1
81,1782,3935923.552677896,1
76,366,3935923.552737238,1
77,1133,3935923.552793629,1
82,2035,3935923.552846870,1
86,879,3935923.552903702,1
97,871,3935923.553567379,1
98,1823,3935923.553642250,1
96,1346,3935923.553697872,1
88,416,3935923.553759413,1
95,837,3935923.553815225,1
94,469,3935923.553867446,1
90,1216,3935923.553916577,1
89,1244,3935923.553965359,1
91,994,3935923.554032740,1
93,1885,3935923.554094302,1
92,588,3935923.554144553,1
103,785,3935923.672584177,1
106,800,3935923.672983487,1
107,2027,3935923.673122971,1
111,466,3935923.673197153,1
99,613,3935923.673271295,1
104,790,3935923.673330586,1
112,1422,3935923.673938492,1
113,1410,3935923.674036854,1
105,346,3935923.674103266,1
100,1566,3935923.674162357,1
109,1408,3935923.674219939,1
102,429,3935923.674283440,1
101,1212,3935923.674336552,1
108,1554,3935923.674388483,1
110,1828,3935923.674439464,1
114,1090,3935923.674490606,1
122,1449,3935923.675195663,1
126,217,3935923.675278756,1
119,1275,3935923.675338437,1
124,1617,3935923.675392968,1
121,741,3935923.675448120,1
117,970,3935923.675505121,1
123,154,3935923.677340788,1
118,1447,3935923.677420820,1
125,481,3935923.677478091,1
115,1245,3935923.677538293,1
116,920,3935923.677590824,1
120,1636,3935923.677643585,1
3,1874,3935924.146928129,65
11,1095,3935924.147473093,65
12,140,3935924.147576525,65
7,1996,3935924.147667838,65
14,1761,3935924.147743080,65
2,926,3935924.147834042,65
9,1029,3935924.147910374,65
15,107,3935924.148535649,65
4,895,3935924.148632162,65
10,541,3935924.148707774,65
5,1550,3935924.148780166,65
0,1286,3935924.148847748,65
