time_since_decode_start_s,live_requests,decoded_token_mass,mean_decoded_len
0.0,128,1,0.0078125
0.42374497279524803,128,2,0.015625
0.4244227190501988,128,3,0.0234375
0.42452234076336026,128,4,0.03125
0.42459413269534707,128,5,0.0390625
0.42465793481096625,128,6,0.046875
0.4247291558422148,128,7,0.0546875
0.42479643784463406,128,8,0.0625
0.42486439971253276,128,9,0.0703125
0.42545287404209375,128,10,0.078125
0.42553523601964116,128,11,0.0859375
0.4256094880402088,128,12,0.09375
0.42566898884251714,128,13,0.1015625
0.42572818975895643,128,14,0.109375
0.42578934179618955,128,15,0.1171875
0.42584464279934764,128,16,0.125
0.425910874735564,128,17,0.1328125
0.4259690260514617,128,18,0.140625
0.4964822609908879,128,19,0.1484375
0.49678302789106965,128,20,0.15625
0.496839779894799,128,21,0.1640625
0.4968797299079597,128,22,0.171875
0.4969155308790505,128,23,0.1796875
0.4969524717889726,128,24,0.1875
0.4969931826926768,128,25,0.1953125
0.49737398186698556,128,26,0.203125
0.4974246537312865,128,27,0.2109375
0.49746652506291866,128,28,0.21875
0.49750916566699743,128,29,0.2265625
0.49754839669913054,128,30,0.234375
0.49758426705375314,128,31,0.2421875
0.4976184479892254,128,32,0.25
0.4976585987024009,128,33,0.2578125
0.4976927600800991,128,34,0.265625
0.4981547109782696,128,35,0.2734375
0.4982035527937114,128,36,0.28125
0.4982411339879036,128,37,0.2890625
0.49827505368739367,128,38,0.296875
0.49830739479511976,128,39,0.3046875
0.4983389559201896,128,40,0.3125
0.4983760667964816,128,41,0.3203125
0.4984102067537606,128,42,0.328125
0.4984426978044212,128,43,0.3359375
0.49847480887547135,128,44,0.34375
0.4985060398466885,128,45,0.3515625
0.49889524886384606,128,46,0.359375
0.4989402098581195,128,47,0.3671875
0.49897637078538537,128,48,0.375
0.4990180819295347,128,49,0.3828125
0.4990552826784551,128,50,0.390625
0.4990899837575853,128,51,0.3984375
0.49913721485063434,128,52,0.40625
0.49917397601529956,128,53,0.4140625
0.4992252066731453,128,54,0.421875
0.49926186772063375,128,55,0.4296875
0.4992949590086937,128,56,0.4375
0.4993256498128176,128,57,0.4453125
0.637787336949259,128,58,0.453125
0.6381054637022316,128,59,0.4609375
0.6381966369226575,128,60,0.46875
0.6382380067370832,128,61,0.4765625
0.6382807889021933,128,62,0.484375
0.638315059710294,128,63,0.4921875
0.6383490199223161,128,64,0.5
0.6383827910758555,128,65,0.5078125
0.6387009988538921,128,66,0.515625
0.6387519100680947,128,67,0.5234375
0.6387928510084748,128,68,0.53125
0.6388328317552805,128,69,0.5390625
0.6388691430911422,128,70,0.546875
0.6389045836403966,128,71,0.5546875
0.6389375240541995,128,72,0.5625
0.6389759960584342,128,73,0.5703125
0.6394879380241036,128,74,0.578125
0.6395345986820757,128,75,0.5859375
0.6395714096724987,128,76,0.59375
0.63960394077003,128,77,0.6015625
0.6396354208700359,128,78,0.609375
0.6396662420593202,128,79,0.6171875
0.6397049026563764,128,80,0.625
0.6397372838109732,128,81,0.6328125
0.6397684146650136,128,82,0.640625
0.63980528479442,128,83,0.6484375
0.6398422056809068,128,84,0.65625
0.6398793770931661,128,85,0.6640625
0.6399138276465237,128,86,0.671875
0.6399448090232909,128,87,0.6796875
0.6399773498997092,128,88,0.6875
0.6400083499029279,128,89,0.6953125
0.6401887950487435,128,90,0.703125
0.6402314258739352,128,91,0.7109375
0.7960373419336975,128,92,0.71875
0.7963925208896399,128,93,0.7265625
0.7964461417868733,128,94,0.734375
0.7964874128811061,128,95,0.7421875
0.7965235440060496,128,96,0.75
0.7965589249506593,128,97,0.7578125
0.7965915859676898,128,98,0.765625
0.796629976015538,128,99,0.7734375
0.7969230939634144,128,100,0.78125
0.7969701248221099,128,101,0.7890625
0.7970040156506002,128,102,0.796875
0.797053046990186,128,103,0.8046875
0.7970882668159902,128,104,0.8125
0.7971429489552975,128,105,0.8203125
0.7971800598315895,128,106,0.828125
0.7972174207679927,128,107,0.8359375
0.7976329908706248,128,108,0.84375
0.7976786820217967,128,109,0.8515625
0.7977118226699531,128,110,0.859375
0.7977449139580131,128,111,0.8671875
0.7977820639498532,128,112,0.875
0.7978146248497069,128,113,0.8828125
0.7978456760756671,128,114,0.890625
0.7978758569806814,128,115,0.8984375
0.7979101669043303,128,116,0.90625
0.7979415277950466,128,117,0.9140625
0.7980031198821962,128,118,0.921875
0.7980341897346079,128,119,0.9296875
0.8139323848299682,128,120,0.9375
0.8141357996501029,128,121,0.9453125
0.8141844510100782,128,122,0.953125
0.8142204619944096,128,123,0.9609375
0.8142601829022169,128,124,0.96875
0.8144079660996795,128,125,0.9765625
0.8144508767873049,128,126,0.984375
0.8159167929552495,128,127,0.9921875
1.3522190968506038,128,191,1.4921875
1.352704658638686,128,255,1.9921875
1.3527750708162785,128,319,2.4921875
1.3528220518492162,128,383,2.9921875
1.35286497278139,128,447,3.4921875
1.3529150537215173,128,511,3.9921875
1.352957614697516,128,575,4.4921875
1.3530020960606635,128,639,4.9921875
1.3530514370650053,128,703,5.4921875
1.3531047380529344,128,767,5.9921875
1.3531796098686755,128,831,6.4921875
1.353227520827204,128,895,6.9921875
1.3534560869447887,128,959,7.4921875
1.3535114577971399,128,1023,7.9921875
1.3535549188964069,128,1087,8.4921875
1.3535987897776067,128,1151,8.9921875
1.3540966119617224,128,1215,9.4921875
1.3541665337979794,128,1279,9.9921875
1.3542133546434343,128,1343,10.4921875
1.3542635468766093,128,1407,10.9921875
1.3543070368468761,128,1471,11.4921875
1.3543557086959481,128,1535,11.9921875
1.3544033700600266,128,1599,12.4921875
1.3544461410492659,128,1663,12.9921875
1.3544925418682396,128,1727,13.4921875
1.3545368127524853,128,1791,13.9921875
1.354579723905772,128,1855,14.4921875
1.3546205847524107,128,1919,14.9921875
1.3546622660942376,128,1983,15.4921875
1.3547007767483592,128,2047,15.9921875
1.3547401777468622,128,2111,16.4921875
1.3547820188105106,128,2175,16.9921875
1.355326831806451,128,2239,17.4921875
1.3553873039782047,128,2303,17.9921875
1.355432365089655,128,2367,18.4921875
1.3554734257049859,128,2431,18.9921875
1.355512486770749,128,2495,19.4921875
1.3555583776906133,128,2559,19.9921875
1.355605049058795,128,2623,20.4921875
1.3556487797759473,128,2687,20.9921875
1.3556956807151437,128,2751,21.4921875
1.3557360116392374,128,2815,21.9921875
1.3557737828232348,128,2879,22.4921875
1.3558112536557019,128,2943,22.9921875
1.3558649150654674,128,3007,23.4921875
