time_since_decode_start_s,live_requests,decoded_token_mass,mean_decoded_len
0.0,128,1,0.0078125
0.17863943660631776,128,2,0.015625
0.17922634072601795,128,3,0.0234375
0.1793484236113727,128,4,0.03125
0.1794455968774855,128,5,0.0390625
0.1795189087279141,128,6,0.046875
0.18010807363316417,128,7,0.0546875
0.18017966486513615,128,8,0.0625
0.18023934680968523,128,9,0.0703125
0.1802988676354289,128,10,0.078125
0.18035198003053665,128,11,0.0859375
0.1804037606343627,128,12,0.09375
0.1804522816091776,128,13,0.1015625
0.18050061259418726,128,14,0.109375
0.18054761365056038,128,15,0.1171875
0.18059777468442917,128,16,0.125
0.1806498565711081,128,17,0.1328125
0.18098364491015673,128,18,0.140625
0.18104682676494122,128,19,0.1484375
0.18110572779551148,128,20,0.15625
0.18115674890577793,128,21,0.1640625
0.1812091409228742,128,22,0.171875
0.3414793140254915,128,23,0.1796875
0.3420503977686167,128,24,0.1875
0.34219517186284065,128,25,0.1953125
0.3423357349820435,128,26,0.203125
0.3435731357894838,128,27,0.2109375
0.3436983688734472,128,28,0.21875
0.3437745007686317,128,29,0.2265625
0.34384904289618134,128,30,0.234375
0.34391360357403755,128,31,0.2421875
0.34398404601961374,128,32,0.25
0.3440489675849676,128,33,0.2578125
0.3441100288182497,128,34,0.265625
0.34416951099410653,128,35,0.2734375
0.34422744158655405,128,36,0.28125
0.3442878136411309,128,37,0.2890625
0.344346574973315,128,38,0.296875
0.34515458485111594,128,39,0.3046875
0.3452385966666043,128,40,0.3125
0.34530938882380724,128,41,0.3203125
0.34537576977163553,128,42,0.328125
0.34543587174266577,128,43,0.3359375
0.3454927927814424,128,44,0.34375
0.345548904966563,128,45,0.3515625
0.3456034157425165,128,46,0.359375
0.3456644476391375,128,47,0.3671875
0.34573798859491944,128,48,0.375
0.34579630102962255,128,49,0.3828125
0.34603681694716215,128,50,0.390625
0.34611292788758874,128,51,0.3984375
0.4999782727099955,128,52,0.40625
0.5004675057716668,128,53,0.4140625
0.5006393897347152,128,54,0.421875
0.5008328747935593,128,55,0.4296875
0.5018280986696482,128,56,0.4375
0.5019207010045648,128,57,0.4453125
0.501992882695049,128,58,0.453125
0.5020666946657002,128,59,0.4609375
0.5021356767974794,128,60,0.46875
0.5021991478279233,128,61,0.4765625
0.5022601797245443,128,62,0.484375
0.5023186607286334,128,63,0.4921875
0.5023731328547001,128,64,0.5
0.5024319337680936,128,65,0.5078125
0.5024988958612084,128,66,0.515625
0.5031645619310439,128,67,0.5234375
0.5032471837475896,128,68,0.53125
0.5033122058957815,128,69,0.5390625
0.5033731078729033,128,70,0.546875
0.5034331688657403,128,71,0.5546875
0.5035053109750152,128,72,0.5625
0.5035701217129827,128,73,0.5703125
0.5036286138929427,128,74,0.578125
0.5037023057229817,128,75,0.5859375
0.5037644766271114,128,76,0.59375
0.6616649515926838,128,77,0.6015625
0.6623243079520762,128,78,0.609375
0.6624725819565356,128,79,0.6171875
0.6625941446982324,128,80,0.625
0.6627302779816091,128,81,0.6328125
0.6638501756824553,128,82,0.640625
0.6639826889149845,128,83,0.6484375
0.6640871115960181,128,84,0.65625
0.6641929736360908,128,85,0.6640625
0.664312887005508,128,86,0.671875
0.6644301796332002,128,87,0.6796875
0.6645192727446556,128,88,0.6875
0.6645951238460839,128,89,0.6953125
0.6646672058850527,128,90,0.703125
0.6647597677074373,128,91,0.7109375
0.6648222799412906,128,92,0.71875
0.6652371399104595,128,93,0.7265625
0.6653204020112753,128,94,0.734375
0.6653848639689386,128,95,0.7421875
0.6661789626814425,128,96,0.75
0.6662581758573651,128,97,0.7578125
0.6663266569375992,128,98,0.765625
0.6663911389186978,128,99,0.7734375
0.6664467300288379,128,100,0.78125
0.6665100320242345,128,101,0.7890625
0.6665646927431226,128,102,0.796875
0.6666193138808012,128,103,0.8046875
0.6666949456557631,128,104,0.8125
0.6667621480301023,128,105,0.8203125
0.66682069003582,128,106,0.828125
0.6668768306262791,128,107,0.8359375
0.6669389316812158,128,108,0.84375
0.6669956436380744,128,109,0.8515625
0.7418412650004029,128,110,0.859375
0.742402667645365,128,111,0.8671875
0.7425431217998266,128,112,0.875
0.7426240337081254,128,113,0.8828125
0.7427128059789538,128,114,0.890625
0.7433751625940204,128,115,0.8984375
0.7434580749832094,128,116,0.90625
0.7435279856435955,128,117,0.9140625
0.743620079010725,128,118,0.921875
0.7437453218735754,128,119,0.9296875
0.7438553748652339,128,120,0.9375
0.7462983848527074,128,121,0.9453125
0.746381526812911,128,122,0.953125
0.7464461280032992,128,123,0.9609375
0.7465087799355388,128,124,0.96875
0.746568810660392,128,125,0.9765625
0.7468769787810743,128,126,0.984375
0.7469543106853962,128,127,0.9921875
1.2268397388979793,128,191,1.4921875
1.2274805838242173,128,255,1.9921875
1.2276462679728866,128,319,2.4921875
1.2278369129635394,128,383,2.9921875
1.2279805066064,128,447,3.4921875
1.2290462530218065,128,511,3.9921875
1.229199316818267,128,575,4.4921875
1.2293300395831466,128,639,4.9921875
1.229492673650384,128,703,5.4921875
1.2296436079777777,128,767,5.9921875
1.2297999816946685,128,831,6.4921875
1.229935404844582,128,895,6.9921875
1.2300629178062081,128,959,7.4921875
1.2301980420015752,128,1023,7.9921875
1.2303415746428072,128,1087,8.4921875
1.2304765689186752,128,1151,8.9921875
1.2310995138250291,128,1215,9.4921875
1.2312533776275814,128,1279,9.9921875
1.2313965209759772,128,1343,10.4921875
1.2315271748229861,128,1407,10.9921875
1.232742023654282,128,1471,11.4921875
1.2329003578051925,128,1535,11.9921875
1.233039751648903,128,1599,12.4921875
1.2331620645709336,128,1663,12.9921875
1.2332905079238117,128,1727,13.4921875
